Date,Race,Location,Distance,Course
05/07/2020,6,Sha Tin, 1200M ,Class 3 
05/07/2020,7,Sha Tin, 1400M ,Class 4 
05/07/2020,8,Sha Tin, 1200M ,Class 3 
05/07/2020,9,Sha Tin, 1600M ,Class 4 
05/07/2020,10,Sha Tin, 1400M ,Class 3 
05/07/2020,11,Sha Tin, 1200M ,Class 2 
08/07/2020,1,Happy Valley, 1650M ,Class 5 
08/07/2020,2,Happy Valley, 1200M ,Class 4 
08/07/2020,3,Happy Valley, 1200M ,Class 4 
08/07/2020,4,Happy Valley, 1200M ,Class 5 
08/07/2020,5,Happy Valley, 1000M ,Class 4 
08/07/2020,6,Happy Valley, 1650M ,Class 4 
08/07/2020,7,Happy Valley, 1200M ,Class 3 
08/07/2020,8,Happy Valley, 1000M ,Class 3 
08/07/2020,9,Happy Valley, 1800M ,Class 3 
12/07/2020,1,Sha Tin, 1400M ,Class 5 
12/07/2020,2,Sha Tin, 1200M ,Class 4 
12/07/2020,3,Sha Tin, 1400M ,Class 4 
12/07/2020,4,Sha Tin, 1600M ,Class 1 
12/07/2020,5,Sha Tin, 1800M ,Class 4 
12/07/2020,6,Sha Tin, 1200M ,Class 4 
12/07/2020,7,Sha Tin, 1400M ,Class 4 
12/07/2020,8,Sha Tin, 1600M ,Class 3 
12/07/2020,9,Sha Tin, 1400M ,Class 2 
12/07/2020,10,Sha Tin, 1400M ,Class 3 
12/07/2020,11,Sha Tin, 1200M ,Class 3 
15/07/2020,1,Happy Valley, 1800M ,Class 5 
15/07/2020,2,Happy Valley, 1000M ,Class 5 
15/07/2020,3,Happy Valley, 1200M ,Class 4 
15/07/2020,4,Happy Valley, 1650M ,Class 4 
15/07/2020,5,Happy Valley, 1200M ,Class 4 
15/07/2020,6,Happy Valley, 1200M ,Class 3 
15/07/2020,7,Happy Valley, 1650M ,Class 3 
15/07/2020,8,Happy Valley, 1650M ,Class 2 
15/07/2020,9,Happy Valley, 1200M ,Class 2 
06/09/2020,1,Sha Tin, 1600M ,Class 5 
06/09/2020,2,Sha Tin, 1200M ,Class 5 
06/09/2020,3,Sha Tin, 1200M ,Class 4 
06/09/2020,7,Sha Tin, 1000M ,Class 3 
06/09/2020,8,Sha Tin, 1200M ,Class 1 
06/09/2020,9,Sha Tin, 1400M ,Class 3 
06/09/2020,10,Sha Tin, 1400M ,Class 2 
09/09/2020,1,Happy Valley, 1000M ,Class 5 
09/09/2020,2,Happy Valley, 1650M ,Class 4 
09/09/2020,3,Happy Valley, 1000M ,Class 4 
09/09/2020,4,Happy Valley, 1200M ,Class 4 
09/09/2020,5,Happy Valley, 1200M ,Class 4 
09/09/2020,6,Happy Valley, 1650M ,Class 3 
09/09/2020,7,Happy Valley, 1200M ,Class 3 
09/09/2020,8,Happy Valley, 1200M ,Class 3 
13/09/2020,1,Sha Tin, 1200M ,Class 4 
13/09/2020,2,Sha Tin, 1400M ,Class 5 
13/09/2020,3,Sha Tin, 1200M ,Class 4 
13/09/2020,4,Sha Tin, 1400M ,Class 5 
13/09/2020,5,Sha Tin, 1600M ,Class 4 
13/09/2020,6,Sha Tin, 1400M ,Class 4 
13/09/2020,7,Sha Tin, 1200M ,Class 3 
13/09/2020,8,Sha Tin, 1200M ,Class 3 
13/09/2020,9,Sha Tin, 1000M ,Class 2 
13/09/2020,10,Sha Tin, 1400M ,Class 3 
16/09/2020,1,Happy Valley, 1650M ,Class 4 
16/09/2020,2,Happy Valley, 1200M ,Class 3 
16/09/2020,3,Happy Valley, 1200M ,Class 5 
16/09/2020,4,Happy Valley, 1650M ,Class 5 
16/09/2020,5,Happy Valley, 1650M ,Class 3 
16/09/2020,6,Happy Valley, 1200M ,Class 4 
16/09/2020,7,Happy Valley, 1200M ,Class 4 
16/09/2020,8,Happy Valley, 1000M ,Class 3 
20/09/2020,1,Sha Tin, 1650M ,Class 5 
20/09/2020,2,Sha Tin, 1650M ,Class 4 
20/09/2020,3,Sha Tin, 1000M ,Class 4 
20/09/2020,4,Sha Tin, 1600M ,Class 3 
20/09/2020,5,Sha Tin, 1200M ,Class 4 
20/09/2020,6,Sha Tin, 1200M ,Class 4 
20/09/2020,7,Sha Tin, 1400M ,Class 4 
20/09/2020,8,Sha Tin, 1400M ,Class 3 
20/09/2020,9,Sha Tin, 1200M ,Class 3 
20/09/2020,10,Sha Tin, 1600M ,Class 2 
23/09/2020,1,Happy Valley, 1800M ,Class 5 
23/09/2020,2,Happy Valley, 1200M ,Class 4 
23/09/2020,3,Happy Valley, 1000M ,Class 4 
23/09/2020,4,Happy Valley, 1650M ,Class 3 
23/09/2020,5,Happy Valley, 1800M ,Class 4 
23/09/2020,6,Happy Valley, 1650M ,Class 4 
23/09/2020,7,Happy Valley, 1200M ,Class 3 
23/09/2020,8,Happy Valley, 1200M ,Class 2 
27/09/2020,1,Sha Tin, 1000M ,Class 5 
27/09/2020,2,Sha Tin, 1400M ,Class 5 
27/09/2020,3,Sha Tin, 1400M ,Class 4 
27/09/2020,4,Sha Tin, 1400M ,Class 4 
27/09/2020,5,Sha Tin, 1200M ,Class 4 
27/09/2020,6,Sha Tin, 1200M ,Class 4 
27/09/2020,7,Sha Tin, 1200M ,Class 3 
27/09/2020,9,Sha Tin, 1200M ,Class 3 
27/09/2020,10,Sha Tin, 1200M ,Class 2 
01/10/2020,1,Sha Tin, 1200M ,Class 4 
01/10/2020,2,Sha Tin, 1800M ,Class 3 
01/10/2020,3,Sha Tin, 1600M ,Class 4 
01/10/2020,4,Sha Tin, 1200M ,Class 4 
01/10/2020,5,Sha Tin, 1200M ,Class 3 
01/10/2020,6,Sha Tin, 1200M ,Class 5 
01/10/2020,8,Sha Tin, 1400M ,Class 4 
01/10/2020,9,Sha Tin, 1400M ,Class 3 
01/10/2020,10,Sha Tin, 1400M ,Class 2 
04/10/2020,1,Sha Tin, 1800M ,Class 5 
04/10/2020,2,Sha Tin, 1200M ,Class 4 
04/10/2020,3,Sha Tin, 1400M ,Class 4 
04/10/2020,4,Sha Tin, 1400M ,Class 5 
04/10/2020,5,Sha Tin, 1000M ,Class 4 
04/10/2020,6,Sha Tin, 1650M ,Class 3 
04/10/2020,7,Sha Tin, 1650M ,Class 4 
04/10/2020,8,Sha Tin, 1400M ,Class 3 
04/10/2020,9,Sha Tin, 1000M ,Class 3 
04/10/2020,10,Sha Tin, 1800M ,Class 2 
07/10/2020,1,Happy Valley, 1000M ,Class 5 
07/10/2020,2,Happy Valley, 1650M ,Class 4 
07/10/2020,3,Happy Valley, 1650M ,Class 3 
07/10/2020,4,Happy Valley, 1200M ,Class 4 
07/10/2020,5,Happy Valley, 1650M ,Class 4 
07/10/2020,6,Happy Valley, 1200M ,Class 4 
07/10/2020,7,Happy Valley, 1200M ,Class 3 
07/10/2020,8,Happy Valley, 1000M ,Class 2 
11/10/2020,1,Sha Tin, 1200M ,Class 4 
11/10/2020,2,Sha Tin, 1400M ,Class 4 
11/10/2020,3,Sha Tin, 1200M ,Class 4 
11/10/2020,4,Sha Tin, 1600M ,Class 5 
11/10/2020,5,Sha Tin, 1400M ,Class 4 
11/10/2020,6,Sha Tin, 1800M ,Class 4 
11/10/2020,7,Sha Tin, 1200M ,Class 3 
11/10/2020,8,Sha Tin, 1200M ,Class 3 
11/10/2020,9,Sha Tin, 1400M ,Class 3 
11/10/2020,10,Sha Tin, 1200M ,Class 2 
14/10/2020,1,Happy Valley, 1200M ,Class 5 
14/10/2020,2,Happy Valley, 1650M ,Class 4 
14/10/2020,3,Happy Valley, 1200M ,Class 4 
14/10/2020,4,Happy Valley, 1000M ,Class 4 
14/10/2020,5,Happy Valley, 1200M ,Class 4 
14/10/2020,6,Happy Valley, 1200M ,Class 3 
14/10/2020,7,Happy Valley, 1800M ,Class 3 
14/10/2020,8,Happy Valley, 1650M ,Class 2 
18/10/2020,1,Sha Tin, 2000M ,Class 5 
18/10/2020,2,Sha Tin, 1400M ,Class 4 
18/10/2020,4,Sha Tin, 1600M ,Class 4 
18/10/2020,5,Sha Tin, 1200M ,Class 4 
18/10/2020,6,Sha Tin, 1200M ,Class 4 
18/10/2020,8,Sha Tin, 1200M ,Class 2 
18/10/2020,9,Sha Tin, 1200M ,Class 3 
18/10/2020,10,Sha Tin, 1400M ,Class 3 
21/10/2020,1,Happy Valley, 1200M ,Class 4 
21/10/2020,2,Happy Valley, 1650M ,Class 5 
21/10/2020,3,Happy Valley, 1650M ,Class 4 
21/10/2020,4,Happy Valley, 1000M ,Class 4 
21/10/2020,5,Happy Valley, 1650M ,Class 4 
21/10/2020,6,Happy Valley, 1000M ,Class 3 
21/10/2020,7,Happy Valley, 1650M ,Class 3 
21/10/2020,8,Happy Valley, 1200M ,Class 3 
24/10/2020,1,Sha Tin, 1400M ,Class 5 
24/10/2020,2,Sha Tin, 1000M ,Class 4 
24/10/2020,3,Sha Tin, 1400M ,Class 5 
24/10/2020,4,Sha Tin, 1200M ,Class 4 
24/10/2020,5,Sha Tin, 1800M ,Class 4 
24/10/2020,6,Sha Tin, 1600M ,Class 3 
24/10/2020,7,Sha Tin, 1400M ,Class 4 
24/10/2020,8,Sha Tin, 1000M ,Class 3 
24/10/2020,9,Sha Tin, 1200M ,Class 3 
24/10/2020,10,Sha Tin, 1400M ,Class 2 
28/10/2020,1,Happy Valley, 1000M ,Class 5 
28/10/2020,2,Happy Valley, 1800M ,Class 5 
28/10/2020,3,Happy Valley, 1200M ,Class 4 
28/10/2020,4,Happy Valley, 1200M ,Class 4 
28/10/2020,5,Happy Valley, 1650M ,Class 3 
28/10/2020,6,Happy Valley, 1650M ,Class 4 
28/10/2020,7,Happy Valley, 1200M ,Class 3 
28/10/2020,8,Happy Valley, 1200M ,Class 3 
28/10/2020,9,Happy Valley, 1800M ,Class 2 
01/11/2020,1,Sha Tin, 2000M ,Class 3 
01/11/2020,2,Sha Tin, 1200M ,Class 5 
01/11/2020,3,Sha Tin, 1200M ,Class 4 
01/11/2020,4,Sha Tin, 1400M ,Class 4 
01/11/2020,5,Sha Tin, 1200M ,Class 4 
01/11/2020,6,Sha Tin, 1400M ,Class 4 
01/11/2020,7,Sha Tin, 1000M ,Class 2 
01/11/2020,9,Sha Tin, 1200M ,Class 3 
01/11/2020,10,Sha Tin, 1400M ,Class 3 
04/11/2020,1,Sha Tin, 1200M ,Class 5 
04/11/2020,2,Sha Tin, 1650M ,Class 5 
04/11/2020,3,Sha Tin, 1800M ,Class 3 
04/11/2020,4,Sha Tin, 1200M ,Class 4 
04/11/2020,5,Sha Tin, 1200M ,Class 4 
04/11/2020,6,Sha Tin, 1650M ,Class 4 
04/11/2020,7,Sha Tin, 1200M ,Class 3 
04/11/2020,8,Sha Tin, 1650M ,Class 2 
08/11/2020,1,Happy Valley, 1650M ,Class 5 
08/11/2020,2,Happy Valley, 1800M ,Class 4 
08/11/2020,3,Happy Valley, 1200M ,Class 4 
08/11/2020,4,Happy Valley, 1000M ,Class 4 
08/11/2020,5,Happy Valley, 1650M ,Class 4 
08/11/2020,6,Happy Valley, 1200M ,Class 4 
08/11/2020,7,Happy Valley, 1650M ,Class 3 
08/11/2020,8,Happy Valley, 1000M ,Class 3 
08/11/2020,9,Happy Valley, 1200M ,Class 3 
08/11/2020,10,Happy Valley, 1200M ,Class 2 
11/11/2020,1,Happy Valley, 1000M ,Class 5 
11/11/2020,2,Happy Valley, 2200M ,Class 5 
11/11/2020,3,Happy Valley, 1200M ,Class 4 
11/11/2020,4,Happy Valley, 1650M ,Class 4 
11/11/2020,5,Happy Valley, 1200M ,Class 4 
11/11/2020,6,Happy Valley, 1650M ,Class 3 
11/11/2020,7,Happy Valley, 1200M ,Class 3 
11/11/2020,8,Happy Valley, 1200M ,Class 3 
14/11/2020,1,Sha Tin, 1600M ,Class 5 
14/11/2020,2,Sha Tin, 1000M ,Class 4 
14/11/2020,3,Sha Tin, 1200M ,Class 4 
14/11/2020,4,Sha Tin, 1400M ,Class 4 
14/11/2020,5,Sha Tin, 1400M ,Class 4 
14/11/2020,6,Sha Tin, 1600M ,Class 4 
14/11/2020,7,Sha Tin, 1400M ,Class 1 
14/11/2020,8,Sha Tin, 1000M ,Class 3 
14/11/2020,9,Sha Tin, 1400M ,Class 3 
18/11/2020,1,Happy Valley, 1200M ,Class 5 
18/11/2020,2,Happy Valley, 1650M ,Class 4 
18/11/2020,3,Happy Valley, 1200M ,Class 5 
18/11/2020,4,Happy Valley, 1650M ,Class 4 
18/11/2020,5,Happy Valley, 1000M ,Class 4 
18/11/2020,6,Happy Valley, 1200M ,Class 4 
18/11/2020,7,Happy Valley, 1200M ,Class 3 
18/11/2020,8,Happy Valley, 1650M ,Class 2 
18/11/2020,9,Happy Valley, 1200M ,Class 3 
22/11/2020,1,Sha Tin, 2000M ,Class 4 
22/11/2020,2,Sha Tin, 1200M ,Class 4 
22/11/2020,4,Sha Tin, 1400M ,Class 4 
22/11/2020,6,Sha Tin, 1800M ,Class 2 
22/11/2020,8,Sha Tin, 1200M ,Class 3 
22/11/2020,9,Sha Tin, 1400M ,Class 3 
22/11/2020,10,Sha Tin, 1200M ,Class 2 
25/11/2020,1,Happy Valley, 1650M ,Class 5 
25/11/2020,2,Happy Valley, 1650M ,Class 4 
25/11/2020,3,Happy Valley, 1200M ,Class 4 
25/11/2020,4,Happy Valley, 1200M ,Class 4 
25/11/2020,5,Happy Valley, 1200M ,Class 3 
25/11/2020,6,Happy Valley, 1650M ,Class 4 
25/11/2020,7,Happy Valley, 1000M ,Class 2 
25/11/2020,8,Happy Valley, 1650M ,Class 3 
29/11/2020,1,Sha Tin, 1000M ,Class 4 
29/11/2020,2,Sha Tin, 1400M ,Class 5 
29/11/2020,3,Sha Tin, 1200M ,Class 4 
29/11/2020,4,Sha Tin, 1200M ,Class 3 
29/11/2020,5,Sha Tin, 1600M ,Class 4 
29/11/2020,6,Sha Tin, 1400M ,Class 4 
29/11/2020,7,Sha Tin, 1600M ,Class 1 
29/11/2020,8,Sha Tin, 1200M ,Class 3 
29/11/2020,9,Sha Tin, 1600M ,Class 3 
29/11/2020,10,Sha Tin, 1400M ,Class 2 
02/12/2020,1,Happy Valley, 2200M ,Class 4 
02/12/2020,2,Happy Valley, 1800M ,Class 5 
02/12/2020,3,Happy Valley, 1000M ,Class 5 
02/12/2020,4,Happy Valley, 1200M ,Class 4 
02/12/2020,5,Happy Valley, 1200M ,Class 4 
02/12/2020,6,Happy Valley, 1000M ,Class 3 
02/12/2020,7,Happy Valley, 1800M ,Class 3 
02/12/2020,8,Happy Valley, 1200M ,Class 3 
06/12/2020,1,Sha Tin, 1800M ,Class 4 
06/12/2020,2,Sha Tin, 1200M ,Class 5 
06/12/2020,3,Sha Tin, 1200M ,Class 4 
06/12/2020,4,Sha Tin, 1650M ,Class 5 
06/12/2020,5,Sha Tin, 1200M ,Class 4 
06/12/2020,6,Sha Tin, 1400M ,Class 3 
06/12/2020,7,Sha Tin, 1400M ,Class 4 
06/12/2020,8,Sha Tin, 1000M ,Class 3 
06/12/2020,9,Sha Tin, 1650M ,Class 3 
06/12/2020,10,Sha Tin, 1200M ,Class 2 
09/12/2020,1,Happy Valley, 1650M ,Class 5 
09/12/2020,2,Happy Valley, 1200M ,Class 5 
09/12/2020,3,Happy Valley, 1650M ,Class 4 
09/12/2020,4,Happy Valley, 1000M ,Class 4 
09/12/2020,5,Happy Valley, 1650M ,Class 4 
09/12/2020,6,Happy Valley, 1200M ,Class 4 
09/12/2020,7,Happy Valley, 1650M ,Class 3 
09/12/2020,8,Happy Valley, 1200M ,Class 3 
09/12/2020,9,Happy Valley, 1800M ,Class 2 
13/12/2020,1,Sha Tin, 1200M ,Class 3 
13/12/2020,2,Sha Tin, 1400M ,Class 4 
13/12/2020,3,Sha Tin, 1800M ,Class 3 
13/12/2020,6,Sha Tin, 1400M ,Class 3 
13/12/2020,9,Sha Tin, 1200M ,Class 2 
13/12/2020,10,Sha Tin, 1600M ,Class 2 
16/12/2020,1,Happy Valley, 1800M ,Class 4 
16/12/2020,2,Happy Valley, 1200M ,Class 4 
16/12/2020,3,Happy Valley, 1800M ,Class 5 
16/12/2020,4,Happy Valley, 1200M ,Class 4 
16/12/2020,5,Happy Valley, 1650M ,Class 4 
16/12/2020,6,Happy Valley, 1650M ,Class 3 
16/12/2020,7,Happy Valley, 1000M ,Class 3 
16/12/2020,8,Happy Valley, 1200M ,Class 3 
20/12/2020,1,Sha Tin, 1000M ,Class 5 
20/12/2020,2,Sha Tin, 1600M ,Class 5 
20/12/2020,3,Sha Tin, 1000M ,Class 4 
20/12/2020,4,Sha Tin, 1400M ,Class 4 
20/12/2020,5,Sha Tin, 1200M ,Class 4 
20/12/2020,6,Sha Tin, 1400M ,Class 4 
20/12/2020,7,Sha Tin, 1200M ,Class 3 
20/12/2020,8,Sha Tin, 1200M ,Class 3 
20/12/2020,9,Sha Tin, 1600M ,Class 3 
20/12/2020,10,Sha Tin, 1400M ,Class 2 
23/12/2020,1,Happy Valley, 1650M ,Class 5 
23/12/2020,2,Happy Valley, 1650M ,Class 4 
23/12/2020,3,Happy Valley, 1200M ,Class 4 
23/12/2020,4,Happy Valley, 1000M ,Class 4 
23/12/2020,5,Happy Valley, 1200M ,Class 4 
23/12/2020,6,Happy Valley, 1200M ,Class 3 
23/12/2020,7,Happy Valley, 1650M ,Class 3 
23/12/2020,8,Happy Valley, 1200M ,Class 3 
23/12/2020,9,Happy Valley, 1200M ,Class 2 
26/12/2020,1,Sha Tin, 2000M ,Class 4 
26/12/2020,2,Sha Tin, 1200M ,Class 5 
26/12/2020,3,Sha Tin, 1400M ,Class 5 
26/12/2020,4,Sha Tin, 1200M ,Class 4 
26/12/2020,5,Sha Tin, 1800M ,Class 3 
26/12/2020,6,Sha Tin, 1650M ,Class 4 
26/12/2020,7,Sha Tin, 1600M ,Class 4 
26/12/2020,8,Sha Tin, 2000M ,Class 2 
26/12/2020,9,Sha Tin, 1650M ,Class 2 
26/12/2020,10,Sha Tin, 1000M ,Class 3 
26/12/2020,11,Sha Tin, 1400M ,Class 3 
01/01/2021,1,Sha Tin, 1200M ,Class 4 
01/01/2021,2,Sha Tin, 1400M ,Class 4 
01/01/2021,4,Sha Tin, 1800M ,Class 5 
01/01/2021,5,Sha Tin, 1400M ,Class 4 
01/01/2021,6,Sha Tin, 1200M ,Class 3 
01/01/2021,7,Sha Tin, 1200M ,Class 3 
01/01/2021,9,Sha Tin, 1200M ,Class 2 
01/01/2021,10,Sha Tin, 1400M ,Class 3 
01/01/2021,11,Sha Tin, 1600M ,Class 2 
06/01/2021,1,Happy Valley, 1200M ,Class 5 
06/01/2021,2,Happy Valley, 1200M ,Class 4 
06/01/2021,3,Happy Valley, 1650M ,Class 4 
06/01/2021,5,Happy Valley, 1200M ,Class 4 
06/01/2021,6,Happy Valley, 1000M ,Class 3 
06/01/2021,7,Happy Valley, 1650M ,Class 4 
06/01/2021,8,Happy Valley, 1200M ,Class 3 
06/01/2021,9,Happy Valley, 1800M ,Class 3 
10/01/2021,1,Sha Tin, 1200M ,Class 4 
10/01/2021,2,Sha Tin, 1400M ,Class 5 
10/01/2021,3,Sha Tin, 1200M ,Class 5 
10/01/2021,4,Sha Tin, 1400M ,Class 4 
10/01/2021,5,Sha Tin, 1000M ,Class 4 
10/01/2021,6,Sha Tin, 1600M ,Class 4 
10/01/2021,7,Sha Tin, 1200M ,Class 3 
10/01/2021,8,Sha Tin, 1200M ,Class 3 
10/01/2021,9,Sha Tin, 1600M ,Class 3 
10/01/2021,10,Sha Tin, 1400M ,Class 2 
13/01/2021,1,Happy Valley, 2200M ,Class 4 
13/01/2021,2,Happy Valley, 1200M ,Class 4 
13/01/2021,3,Happy Valley, 1650M ,Class 5 
13/01/2021,4,Happy Valley, 1650M ,Class 4 
13/01/2021,5,Happy Valley, 1000M ,Class 4 
13/01/2021,6,Happy Valley, 1200M ,Class 4 
13/01/2021,7,Happy Valley, 1200M ,Class 3 
13/01/2021,8,Happy Valley, 1650M ,Class 3 
13/01/2021,9,Happy Valley, 1200M ,Class 3 
17/01/2021,1,Sha Tin, 1600M ,Class 5 
17/01/2021,2,Sha Tin, 1400M ,Class 4 
17/01/2021,3,Sha Tin, 1650M ,Class 1 
17/01/2021,4,Sha Tin, 1650M ,Class 4 
17/01/2021,5,Sha Tin, 1200M ,Class 4 
17/01/2021,6,Sha Tin, 1200M ,Class 4 
17/01/2021,7,Sha Tin, 1000M ,Class 3 
17/01/2021,8,Sha Tin, 1650M ,Class 3 
17/01/2021,9,Sha Tin, 1000M ,Class 2 
17/01/2021,10,Sha Tin, 1400M ,Class 3 
20/01/2021,1,Happy Valley, 2200M ,Class 5 
20/01/2021,2,Happy Valley, 1200M ,Class 4 
20/01/2021,3,Happy Valley, 1000M ,Class 5 
20/01/2021,4,Happy Valley, 1200M ,Class 4 
20/01/2021,5,Happy Valley, 1650M ,Class 4 
20/01/2021,6,Happy Valley, 1200M ,Class 4 
20/01/2021,7,Happy Valley, 1650M ,Class 3 
20/01/2021,8,Happy Valley, 1200M ,Class 3 
20/01/2021,9,Happy Valley, 1200M ,Class 3 
24/01/2021,1,Sha Tin, 1000M ,Class 4 
24/01/2021,2,Sha Tin, 1800M ,Class 4 
24/01/2021,3,Sha Tin, 1400M ,Class 4 
24/01/2021,4,Sha Tin, 1400M ,Class 3 
24/01/2021,6,Sha Tin, 2000M ,Class 3 
24/01/2021,9,Sha Tin, 1800M ,Class 2 
24/01/2021,10,Sha Tin, 1200M ,Class 3 
27/01/2021,1,Happy Valley, 1200M ,Class 5 
27/01/2021,2,Happy Valley, 1650M ,Class 5 
27/01/2021,3,Happy Valley, 1200M ,Class 4 
27/01/2021,4,Happy Valley, 1200M ,Class 4 
27/01/2021,5,Happy Valley, 1000M ,Class 4 
27/01/2021,6,Happy Valley, 1650M ,Class 4 
27/01/2021,7,Happy Valley, 1000M ,Class 3 
27/01/2021,8,Happy Valley, 1650M ,Class 2 
27/01/2021,9,Happy Valley, 1650M ,Class 3 
31/01/2021,3,Sha Tin, 1200M ,Class 4 
31/01/2021,4,Sha Tin, 1600M ,Class 4 
31/01/2021,5,Sha Tin, 1200M ,Class 3 
31/01/2021,6,Sha Tin, 1400M ,Class 2 
31/01/2021,8,Sha Tin, 1400M ,Class 4 
31/01/2021,9,Sha Tin, 1600M ,Class 3 
31/01/2021,10,Sha Tin, 1200M ,Class 2 
03/02/2021,1,Happy Valley, 1200M ,Class 4 
03/02/2021,2,Happy Valley, 1200M ,Class 4 
03/02/2021,3,Happy Valley, 2200M ,Class 4 
03/02/2021,4,Happy Valley, 1200M ,Class 4 
03/02/2021,5,Happy Valley, 1650M ,Class 4 
03/02/2021,6,Happy Valley, 1000M ,Class 2 
03/02/2021,7,Happy Valley, 1650M ,Class 3 
03/02/2021,8,Happy Valley, 1200M ,Class 3 
03/02/2021,9,Happy Valley, 1200M ,Class 3 
06/02/2021,1,Sha Tin, 1200M ,Class 5 
06/02/2021,2,Sha Tin, 1000M ,Class 4 
06/02/2021,3,Sha Tin, 1600M ,Class 2 
06/02/2021,4,Sha Tin, 1200M ,Class 4 
06/02/2021,5,Sha Tin, 1650M ,Class 5 
06/02/2021,7,Sha Tin, 1800M ,Class 3 
06/02/2021,8,Sha Tin, 1000M ,Class 3 
06/02/2021,9,Sha Tin, 1200M ,Class 3 
06/02/2021,10,Sha Tin, 1400M ,Class 3 
10/02/2021,1,Happy Valley, 1000M ,Class 4 
10/02/2021,2,Happy Valley, 1650M ,Class 5 
10/02/2021,3,Happy Valley, 1800M ,Class 4 
10/02/2021,4,Happy Valley, 1650M ,Class 3 
10/02/2021,5,Happy Valley, 1200M ,Class 4 
10/02/2021,6,Happy Valley, 1650M ,Class 4 
10/02/2021,7,Happy Valley, 1200M ,Class 4 
10/02/2021,8,Happy Valley, 1000M ,Class 3 
10/02/2021,9,Happy Valley, 1200M ,Class 3 
14/02/2021,1,Sha Tin, 2000M ,Class 5 
14/02/2021,2,Sha Tin, 1400M ,Class 5 
14/02/2021,3,Sha Tin, 1400M ,Class 4 
14/02/2021,4,Sha Tin, 1200M ,Class 4 
14/02/2021,5,Sha Tin, 1200M ,Class 4 
14/02/2021,6,Sha Tin, 1600M ,Class 4 
14/02/2021,7,Sha Tin, 1400M ,Class 3 
14/02/2021,8,Sha Tin, 1400M ,Class 1 
14/02/2021,9,Sha Tin, 1200M ,Class 2 
14/02/2021,10,Sha Tin, 1200M ,Class 3 
14/02/2021,11,Sha Tin, 1600M ,Class 3 
17/02/2021,1,Happy Valley, 1200M ,Class 4 
17/02/2021,2,Happy Valley, 1200M ,Class 4 
17/02/2021,3,Happy Valley, 1000M ,Class 5 
17/02/2021,4,Happy Valley, 1200M ,Class 4 
17/02/2021,5,Happy Valley, 1650M ,Class 3 
17/02/2021,6,Happy Valley, 2200M ,Class 3 
17/02/2021,7,Happy Valley, 1650M ,Class 4 
17/02/2021,8,Happy Valley, 1200M ,Class 3 
17/02/2021,9,Happy Valley, 1200M ,Class 3 
21/02/2021,1,Sha Tin, 1200M ,Class 4 
21/02/2021,2,Sha Tin, 2000M ,Class 2 
21/02/2021,4,Sha Tin, 1800M ,Class 4 
21/02/2021,5,Sha Tin, 1400M ,Class 4 
21/02/2021,6,Sha Tin, 1200M ,Class 3 
21/02/2021,8,Sha Tin, 1200M ,Class 2 
21/02/2021,10,Sha Tin, 1400M ,Class 3 
24/02/2021,1,Happy Valley, 1800M ,Class 5 
24/02/2021,2,Happy Valley, 1650M ,Class 4 
24/02/2021,3,Happy Valley, 1650M ,Class 1 
24/02/2021,4,Happy Valley, 1000M ,Class 3 
24/02/2021,5,Happy Valley, 1000M ,Class 4 
24/02/2021,6,Happy Valley, 1200M ,Class 1 
24/02/2021,7,Happy Valley, 1200M ,Class 4 
24/02/2021,8,Happy Valley, 1200M ,Class 3 
24/02/2021,9,Happy Valley, 1650M ,Class 3 
28/02/2021,1,Sha Tin, 1200M ,Class 5 
28/02/2021,2,Sha Tin, 1000M ,Class 4 
28/02/2021,3,Sha Tin, 1400M ,Class 2 
28/02/2021,4,Sha Tin, 1400M ,Class 4 
28/02/2021,5,Sha Tin, 1200M ,Class 4 
28/02/2021,6,Sha Tin, 1600M ,Class 4 
28/02/2021,7,Sha Tin, 1800M ,Class 3 
28/02/2021,8,Sha Tin, 1200M ,Class 3 
28/02/2021,9,Sha Tin, 1000M ,Class 3 
28/02/2021,10,Sha Tin, 1400M ,Class 3 
03/03/2021,1,Happy Valley, 1650M ,Class 5 
03/03/2021,2,Happy Valley, 1650M ,Class 4 
03/03/2021,3,Happy Valley, 1200M ,Class 4 
03/03/2021,4,Happy Valley, 1800M ,Class 4 
03/03/2021,5,Happy Valley, 1200M ,Class 4 
03/03/2021,6,Happy Valley, 1200M ,Class 4 
03/03/2021,7,Happy Valley, 1650M ,Class 3 
03/03/2021,8,Happy Valley, 1200M ,Class 3 
03/03/2021,9,Happy Valley, 1650M ,Class 3 
07/03/2021,1,Sha Tin, 1200M ,Class 5 
07/03/2021,2,Sha Tin, 1200M ,Class 4 
07/03/2021,3,Sha Tin, 1000M ,Class 2 
07/03/2021,4,Sha Tin, 1400M ,Class 5 
07/03/2021,5,Sha Tin, 1200M ,Class 4 
07/03/2021,6,Sha Tin, 1400M ,Class 4 
07/03/2021,7,Sha Tin, 1200M ,Class 3 
07/03/2021,8,Sha Tin, 1200M ,Class 3 
07/03/2021,9,Sha Tin, 1600M ,Class 3 
07/03/2021,10,Sha Tin, 1800M ,Class 2 
10/03/2021,1,Happy Valley, 1650M ,Class 4 
10/03/2021,2,Happy Valley, 1650M ,Class 4 
10/03/2021,3,Happy Valley, 1200M ,Class 5 
10/03/2021,4,Happy Valley, 1200M ,Class 4 
10/03/2021,5,Happy Valley, 1200M ,Class 4 
