Date,Race,Location,Distance,Course
10/03/2021,6,Happy Valley, 1000M ,Class 4 
10/03/2021,7,Happy Valley, 1800M ,Class 3 
10/03/2021,8,Happy Valley, 1200M ,Class 3 
10/03/2021,9,Happy Valley, 1200M ,Class 3 
13/03/2021,1,Sha Tin, 1000M ,Class 4 
13/03/2021,2,Sha Tin, 1600M ,Class 1 
13/03/2021,3,Sha Tin, 1800M ,Class 4 
13/03/2021,4,Sha Tin, 1600M ,Class 5 
13/03/2021,5,Sha Tin, 1400M ,Class 2 
13/03/2021,6,Sha Tin, 1000M ,Class 3 
13/03/2021,7,Sha Tin, 1200M ,Class 1 
13/03/2021,8,Sha Tin, 1400M ,Class 4 
13/03/2021,9,Sha Tin, 1650M ,Class 3 
13/03/2021,10,Sha Tin, 1400M ,Class 3 
17/03/2021,1,Happy Valley, 2200M ,Class 5 
17/03/2021,2,Happy Valley, 1200M ,Class 4 
17/03/2021,3,Happy Valley, 1200M ,Class 4 
17/03/2021,4,Happy Valley, 1200M ,Class 4 
17/03/2021,5,Happy Valley, 1650M ,Class 4 
17/03/2021,6,Happy Valley, 1800M ,Class 4 
17/03/2021,7,Happy Valley, 1000M ,Class 3 
17/03/2021,8,Happy Valley, 1650M ,Class 3 
17/03/2021,9,Happy Valley, 1200M ,Class 2 
21/03/2021,1,Sha Tin, 1200M ,Class 4 
21/03/2021,2,Sha Tin, 1200M ,Class 4 
21/03/2021,3,Sha Tin, 2000M ,Class 3 
21/03/2021,4,Sha Tin, 1400M ,Class 4 
21/03/2021,5,Sha Tin, 1600M ,Class 4 
21/03/2021,6,Sha Tin, 1400M ,Class 3 
21/03/2021,7,Sha Tin, 1200M ,Class 3 
21/03/2021,9,Sha Tin, 1200M ,Class 3 
21/03/2021,10,Sha Tin, 1600M ,Class 2 
24/03/2021,1,Happy Valley, 1000M ,Class 5 
24/03/2021,2,Happy Valley, 1650M ,Class 5 
24/03/2021,3,Happy Valley, 1650M ,Class 4 
24/03/2021,4,Happy Valley, 1000M ,Class 4 
24/03/2021,5,Happy Valley, 1200M ,Class 4 
24/03/2021,6,Happy Valley, 1650M ,Class 4 
24/03/2021,7,Happy Valley, 1200M ,Class 3 
24/03/2021,8,Happy Valley, 1200M ,Class 3 
24/03/2021,9,Happy Valley, 1650M ,Class 3 
28/03/2021,1,Sha Tin, 1400M ,Class 5 
28/03/2021,2,Sha Tin, 2000M ,Class 4 
28/03/2021,3,Sha Tin, 1000M ,Class 3 
28/03/2021,4,Sha Tin, 1400M ,Class 4 
28/03/2021,5,Sha Tin, 1400M ,Class 3 
28/03/2021,6,Sha Tin, 1200M ,Class 4 
28/03/2021,7,Sha Tin, 1400M ,Class 4 
28/03/2021,8,Sha Tin, 1600M ,Class 3 
28/03/2021,9,Sha Tin, 1200M ,Class 3 
28/03/2021,10,Sha Tin, 1200M ,Class 2 
31/03/2021,1,Sha Tin, 1200M ,Class 5 
31/03/2021,2,Sha Tin, 1800M ,Class 3 
31/03/2021,3,Sha Tin, 1200M ,Class 4 
31/03/2021,4,Sha Tin, 1800M ,Class 5 
31/03/2021,5,Sha Tin, 1650M ,Class 4 
31/03/2021,6,Sha Tin, 1200M ,Class 4 
31/03/2021,7,Sha Tin, 1200M ,Class 4 
31/03/2021,8,Sha Tin, 1200M ,Class 3 
31/03/2021,9,Sha Tin, 1650M ,Class 2 
05/04/2021,1,Sha Tin, 1200M ,Class 4 
05/04/2021,2,Sha Tin, 2000M ,Class 1 
05/04/2021,4,Sha Tin, 1200M ,Class 4 
05/04/2021,5,Sha Tin, 1200M ,Class 3 
05/04/2021,6,Sha Tin, 1400M ,Class 4 
05/04/2021,7,Sha Tin, 1600M ,Class 4 
05/04/2021,8,Sha Tin, 1200M ,Class 3 
05/04/2021,10,Sha Tin, 1400M ,Class 3 
08/04/2021,1,Happy Valley, 1650M ,Class 5 
08/04/2021,2,Happy Valley, 1800M ,Class 4 
08/04/2021,3,Happy Valley, 1000M ,Class 2 
08/04/2021,4,Happy Valley, 1000M ,Class 3 
08/04/2021,5,Happy Valley, 1200M ,Class 4 
08/04/2021,6,Happy Valley, 1200M ,Class 4 
08/04/2021,7,Happy Valley, 1650M ,Class 4 
08/04/2021,8,Happy Valley, 1200M ,Class 3 
08/04/2021,9,Happy Valley, 1650M ,Class 3 
11/04/2021,2,Sha Tin, 1000M ,Class 5 
11/04/2021,3,Sha Tin, 1400M ,Class 5 
11/04/2021,4,Sha Tin, 1000M ,Class 4 
11/04/2021,5,Sha Tin, 1200M ,Class 4 
11/04/2021,6,Sha Tin, 1400M ,Class 4 
11/04/2021,7,Sha Tin, 1400M ,Class 4 
11/04/2021,8,Sha Tin, 1200M ,Class 3 
11/04/2021,9,Sha Tin, 1800M ,Class 3 
11/04/2021,10,Sha Tin, 1400M ,Class 3 
11/04/2021,11,Sha Tin, 1400M ,Class 2 
14/04/2021,1,Happy Valley, 1800M ,Class 5 
14/04/2021,5,Happy Valley, 1650M ,Class 4 
14/04/2021,6,Happy Valley, 1200M ,Class 3 
14/04/2021,7,Happy Valley, 1200M ,Class 3 
14/04/2021,8,Happy Valley, 1650M ,Class 3 
14/04/2021,9,Happy Valley, 1800M ,Class 2 
17/04/2021,1,Sha Tin, 1200M ,Class 5 
17/04/2021,2,Sha Tin, 1000M ,Class 3 
17/04/2021,3,Sha Tin, 1650M ,Class 3 
17/04/2021,4,Sha Tin, 1800M ,Class 4 
17/04/2021,5,Sha Tin, 1650M ,Class 4 
17/04/2021,6,Sha Tin, 1200M ,Class 3 
17/04/2021,7,Sha Tin, 1200M ,Class 4 
17/04/2021,8,Sha Tin, 1400M ,Class 4 
17/04/2021,9,Sha Tin, 1200M ,Class 2 
17/04/2021,10,Sha Tin, 1400M ,Class 3 
21/04/2021,1,Happy Valley, 2200M ,Class 3 
21/04/2021,2,Happy Valley, 1200M ,Class 5 
21/04/2021,3,Happy Valley, 1200M ,Class 5 
21/04/2021,4,Happy Valley, 1650M ,Class 4 
21/04/2021,5,Happy Valley, 1650M ,Class 4 
21/04/2021,6,Happy Valley, 1200M ,Class 4 
21/04/2021,7,Happy Valley, 1000M ,Class 4 
21/04/2021,8,Happy Valley, 1200M ,Class 3 
21/04/2021,9,Happy Valley, 1200M ,Class 3 
25/04/2021,1,Sha Tin, 1400M ,Class 4 
25/04/2021,2,Sha Tin, 1200M ,Class 4 
25/04/2021,3,Sha Tin, 1200M ,Class 3 
25/04/2021,4,Sha Tin, 1600M ,Class 3 
25/04/2021,6,Sha Tin, 1400M ,Class 3 
25/04/2021,9,Sha Tin, 1600M ,Class 2 
25/04/2021,10,Sha Tin, 1200M ,Class 2 
28/04/2021,1,Happy Valley, 1650M ,Class 5 
28/04/2021,2,Happy Valley, 1200M ,Class 4 
28/04/2021,3,Happy Valley, 2200M ,Class 4 
28/04/2021,4,Happy Valley, 1650M ,Class 5 
28/04/2021,5,Happy Valley, 1650M ,Class 4 
28/04/2021,6,Happy Valley, 1200M ,Class 3 
28/04/2021,7,Happy Valley, 1200M ,Class 4 
28/04/2021,8,Happy Valley, 1650M ,Class 3 
28/04/2021,9,Happy Valley, 1000M ,Class 3 
02/05/2021,2,Sha Tin, 1000M ,Class 4 
02/05/2021,3,Sha Tin, 2000M ,Class 5 
02/05/2021,4,Sha Tin, 1200M ,Class 4 
02/05/2021,5,Sha Tin, 1600M ,Class 4 
02/05/2021,6,Sha Tin, 1400M ,Class 4 
02/05/2021,8,Sha Tin, 1200M ,Class 3 
02/05/2021,9,Sha Tin, 1800M ,Class 3 
02/05/2021,10,Sha Tin, 1200M ,Class 3 
02/05/2021,11,Sha Tin, 1400M ,Class 3 
05/05/2021,1,Happy Valley, 1200M ,Class 4 
05/05/2021,2,Happy Valley, 1650M ,Class 3 
05/05/2021,3,Happy Valley, 1000M ,Class 4 
05/05/2021,4,Happy Valley, 1200M ,Class 4 
05/05/2021,5,Happy Valley, 1200M ,Class 4 
05/05/2021,6,Happy Valley, 1650M ,Class 4 
05/05/2021,7,Happy Valley, 1200M ,Class 3 
05/05/2021,8,Happy Valley, 1200M ,Class 3 
05/05/2021,9,Happy Valley, 1200M ,Class 2 
08/05/2021,1,Sha Tin, 1200M ,Class 4 
08/05/2021,2,Sha Tin, 1200M ,Class 5 
08/05/2021,3,Sha Tin, 1200M ,Class 4 
08/05/2021,4,Sha Tin, 1400M ,Class 5 
08/05/2021,5,Sha Tin, 1800M ,Class 4 
08/05/2021,6,Sha Tin, 1400M ,Class 4 
08/05/2021,7,Sha Tin, 1200M ,Class 3 
08/05/2021,8,Sha Tin, 1650M ,Class 3 
08/05/2021,9,Sha Tin, 1400M ,Class 3 
08/05/2021,10,Sha Tin, 1650M ,Class 2 
12/05/2021,1,Sha Tin, 1200M ,Class 5 
12/05/2021,2,Sha Tin, 1800M ,Class 5 
12/05/2021,3,Sha Tin, 1000M ,Class 3 
12/05/2021,4,Sha Tin, 1200M ,Class 4 
12/05/2021,5,Sha Tin, 1200M ,Class 4 
12/05/2021,6,Sha Tin, 1650M ,Class 4 
12/05/2021,7,Sha Tin, 1400M ,Class 3 
12/05/2021,8,Sha Tin, 1200M ,Class 3 
16/05/2021,1,Sha Tin, 1200M ,Class 5 
16/05/2021,2,Sha Tin, 1200M ,Class 4 
16/05/2021,3,Sha Tin, 1200M ,Class 4 
16/05/2021,4,Sha Tin, 1000M ,Class 4 
16/05/2021,5,Sha Tin, 1400M ,Class 4 
16/05/2021,6,Sha Tin, 1400M ,Class 4 
16/05/2021,7,Sha Tin, 1200M ,Class 3 
16/05/2021,8,Sha Tin, 1000M ,Class 2 
16/05/2021,9,Sha Tin, 1600M ,Class 3 
16/05/2021,10,Sha Tin, 1400M ,Class 2 
19/05/2021,1,Happy Valley, 1650M ,Class 5 
19/05/2021,2,Happy Valley, 1650M ,Class 5 
19/05/2021,3,Happy Valley, 1000M ,Class 4 
19/05/2021,4,Happy Valley, 1200M ,Class 4 
19/05/2021,5,Happy Valley, 1200M ,Class 4 
19/05/2021,6,Happy Valley, 1650M ,Class 4 
19/05/2021,7,Happy Valley, 1200M ,Class 3 
19/05/2021,8,Happy Valley, 1200M ,Class 3 
19/05/2021,9,Happy Valley, 1800M ,Class 3 
23/05/2021,2,Sha Tin, 1400M ,Class 5 
23/05/2021,3,Sha Tin, 1200M ,Class 4 
23/05/2021,5,Sha Tin, 2000M ,Class 4 
23/05/2021,6,Sha Tin, 1600M ,Class 4 
23/05/2021,7,Sha Tin, 1400M ,Class 3 
23/05/2021,9,Sha Tin, 1400M ,Class 3 
23/05/2021,10,Sha Tin, 1400M ,Class 4 
23/05/2021,11,Sha Tin, 1200M ,Class 3 
26/05/2021,1,Happy Valley, 1200M ,Class 5 
26/05/2021,2,Happy Valley, 1200M ,Class 5 
26/05/2021,3,Happy Valley, 1650M ,Class 3 
26/05/2021,4,Happy Valley, 1200M ,Class 4 
26/05/2021,5,Happy Valley, 1650M ,Class 4 
26/05/2021,6,Happy Valley, 1200M ,Class 4 
26/05/2021,7,Happy Valley, 1000M ,Class 3 
26/05/2021,8,Happy Valley, 1650M ,Class 2 
26/05/2021,9,Happy Valley, 1200M ,Class 3 
30/05/2021,1,Sha Tin, 1800M ,Class 5 
30/05/2021,2,Sha Tin, 1400M ,Class 4 
30/05/2021,4,Sha Tin, 1400M ,Class 4 
30/05/2021,5,Sha Tin, 1200M ,Class 4 
30/05/2021,6,Sha Tin, 2000M ,Class 3 
30/05/2021,7,Sha Tin, 1200M ,Class 3 
30/05/2021,8,Sha Tin, 1400M ,Class 3 
30/05/2021,9,Sha Tin, 1200M ,Class 3 
30/05/2021,10,Sha Tin, 1200M ,Class 2 
02/06/2021,1,Happy Valley, 1000M ,Class 5 
02/06/2021,2,Happy Valley, 1000M ,Class 4 
02/06/2021,3,Happy Valley, 1200M ,Class 4 
02/06/2021,4,Happy Valley, 1650M ,Class 4 
02/06/2021,5,Happy Valley, 1200M ,Class 4 
02/06/2021,6,Happy Valley, 1800M ,Class 4 
02/06/2021,7,Happy Valley, 1200M ,Class 3 
02/06/2021,8,Happy Valley, 1200M ,Class 3 
02/06/2021,9,Happy Valley, 1650M ,Class 3 
06/06/2021,1,Sha Tin, 1200M ,Class 5 
06/06/2021,2,Sha Tin, 1000M ,Class 4 
06/06/2021,3,Sha Tin, 1000M ,Class 3 
06/06/2021,4,Sha Tin, 1650M ,Class 5 
06/06/2021,5,Sha Tin, 1400M ,Class 4 
06/06/2021,6,Sha Tin, 1650M ,Class 4 
06/06/2021,7,Sha Tin, 1200M ,Class 4 
06/06/2021,8,Sha Tin, 1200M ,Class 3 
06/06/2021,9,Sha Tin, 1400M ,Class 3 
06/06/2021,10,Sha Tin, 1600M ,Class 2 
09/06/2021,1,Happy Valley, 2200M ,Class 5 
09/06/2021,2,Happy Valley, 1200M ,Class 4 
09/06/2021,3,Happy Valley, 1200M ,Class 4 
09/06/2021,4,Happy Valley, 1200M ,Class 4 
09/06/2021,5,Happy Valley, 1000M ,Class 3 
09/06/2021,6,Happy Valley, 1650M ,Class 4 
09/06/2021,7,Happy Valley, 1650M ,Class 3 
09/06/2021,8,Happy Valley, 1000M ,Class 2 
09/06/2021,9,Happy Valley, 1200M ,Class 3 
13/06/2021,2,Sha Tin, 1200M ,Class 5 
13/06/2021,3,Sha Tin, 1200M ,Class 5 
13/06/2021,4,Sha Tin, 1200M ,Class 4 
13/06/2021,5,Sha Tin, 1200M ,Class 4 
13/06/2021,6,Sha Tin, 1400M ,Class 4 
13/06/2021,7,Sha Tin, 1400M ,Class 4 
13/06/2021,8,Sha Tin, 1200M ,Class 3 
13/06/2021,9,Sha Tin, 1200M ,Class 3 
13/06/2021,10,Sha Tin, 1200M ,Class 2 
13/06/2021,11,Sha Tin, 1600M ,Class 3 
20/06/2021,1,Sha Tin, 1600M ,Class 5 
20/06/2021,2,Sha Tin, 2000M ,Class 4 
20/06/2021,3,Sha Tin, 1000M ,Class 4 
20/06/2021,4,Sha Tin, 1200M ,Class 4 
20/06/2021,6,Sha Tin, 1600M ,Class 4 
20/06/2021,8,Sha Tin, 1200M ,Class 3 
20/06/2021,9,Sha Tin, 1400M ,Class 2 
20/06/2021,10,Sha Tin, 1400M ,Class 3 
23/06/2021,1,Happy Valley, 1200M ,Class 4 
23/06/2021,2,Happy Valley, 1200M ,Class 5 
23/06/2021,3,Happy Valley, 1000M ,Class 4 
23/06/2021,4,Happy Valley, 1650M ,Class 2 
23/06/2021,5,Happy Valley, 1200M ,Class 4 
23/06/2021,6,Happy Valley, 1650M ,Class 4 
23/06/2021,7,Happy Valley, 1200M ,Class 3 
23/06/2021,8,Happy Valley, 1650M ,Class 3 
23/06/2021,9,Happy Valley, 1200M ,Class 3 
26/06/2021,1,Sha Tin, 1650M ,Class 5 
26/06/2021,2,Sha Tin, 1200M ,Class 4 
26/06/2021,3,Sha Tin, 1400M ,Class 5 
26/06/2021,4,Sha Tin, 1650M ,Class 4 
26/06/2021,5,Sha Tin, 2000M ,Class 3 
26/06/2021,6,Sha Tin, 1400M ,Class 4 
26/06/2021,7,Sha Tin, 1650M ,Class 3 
26/06/2021,8,Sha Tin, 1400M ,Class 3 
26/06/2021,9,Sha Tin, 1200M ,Class 3 
26/06/2021,10,Sha Tin, 1200M ,Class 2 
01/07/2021,1,Sha Tin, 1600M ,Class 5 
01/07/2021,2,Sha Tin, 1200M ,Class 5 
01/07/2021,5,Sha Tin, 1200M ,Class 4 
01/07/2021,6,Sha Tin, 1800M ,Class 4 
01/07/2021,7,Sha Tin, 1800M ,Class 2 
01/07/2021,8,Sha Tin, 1400M ,Class 4 
01/07/2021,9,Sha Tin, 1200M ,Class 3 
01/07/2021,10,Sha Tin, 1000M ,Class 3 
04/07/2021,2,Sha Tin, 2200M ,Class 5 
04/07/2021,3,Sha Tin, 1400M ,Class 5 
04/07/2021,4,Sha Tin, 1200M ,Class 4 
04/07/2021,5,Sha Tin, 1200M ,Class 4 
04/07/2021,6,Sha Tin, 1600M ,Class 4 
04/07/2021,7,Sha Tin, 1400M ,Class 4 
04/07/2021,8,Sha Tin, 1200M ,Class 3 
04/07/2021,9,Sha Tin, 1400M ,Class 2 
04/07/2021,10,Sha Tin, 1600M ,Class 3 
07/07/2021,1,Happy Valley, 1650M ,Class 5 
07/07/2021,2,Happy Valley, 1650M ,Class 5 
07/07/2021,3,Happy Valley, 1200M ,Class 4 
07/07/2021,4,Happy Valley, 1650M ,Class 4 
07/07/2021,5,Happy Valley, 1000M ,Class 4 
07/07/2021,6,Happy Valley, 1200M ,Class 4 
07/07/2021,7,Happy Valley, 1200M ,Class 3 
07/07/2021,8,Happy Valley, 1200M ,Class 3 
07/07/2021,9,Happy Valley, 1650M ,Class 3 
11/07/2021,1,Sha Tin, 1200M ,Class 5 
11/07/2021,2,Sha Tin, 1400M ,Class 4 
11/07/2021,3,Sha Tin, 1400M ,Class 5 
11/07/2021,4,Sha Tin, 1200M ,Class 4 
11/07/2021,5,Sha Tin, 1200M ,Class 4 
11/07/2021,6,Sha Tin, 1400M ,Class 4 
11/07/2021,7,Sha Tin, 2000M ,Class 4 
11/07/2021,8,Sha Tin, 1600M ,Class 1 
11/07/2021,9,Sha Tin, 1200M ,Class 3 
11/07/2021,10,Sha Tin, 1200M ,Class 1 
11/07/2021,11,Sha Tin, 1400M ,Class 3 
14/07/2021,1,Happy Valley, 1800M ,Class 5 
14/07/2021,2,Happy Valley, 1000M ,Class 5 
14/07/2021,3,Happy Valley, 1200M ,Class 4 
14/07/2021,4,Happy Valley, 1200M ,Class 4 
14/07/2021,5,Happy Valley, 1650M ,Class 4 
14/07/2021,6,Happy Valley, 1800M ,Class 3 
14/07/2021,7,Happy Valley, 1000M ,Class 3 
14/07/2021,8,Happy Valley, 1650M ,Class 2 
14/07/2021,9,Happy Valley, 1200M ,Class 2 
05/09/2021,1,Sha Tin, 1400M ,Class 5 
05/09/2021,2,Sha Tin, 1000M ,Class 3 
05/09/2021,3,Sha Tin, 1200M ,Class 4 
05/09/2021,4,Sha Tin, 1200M ,Class 1 
05/09/2021,5,Sha Tin, 1200M ,Class 5 
05/09/2021,6,Sha Tin, 1000M ,Class 4 
05/09/2021,7,Sha Tin, 1200M ,Class 4 
05/09/2021,8,Sha Tin, 1600M ,Class 4 
05/09/2021,9,Sha Tin, 1400M ,Class 3 
05/09/2021,10,Sha Tin, 1400M ,Class 2 
08/09/2021,1,Happy Valley, 1000M ,Class 5 
08/09/2021,2,Happy Valley, 1200M ,Class 4 
08/09/2021,3,Happy Valley, 1650M ,Class 4 
08/09/2021,4,Happy Valley, 1200M ,Class 4 
08/09/2021,5,Happy Valley, 1000M ,Class 4 
08/09/2021,6,Happy Valley, 1650M ,Class 3 
08/09/2021,7,Happy Valley, 1000M ,Class 3 
08/09/2021,8,Happy Valley, 1200M ,Class 3 
12/09/2021,1,Sha Tin, 1600M ,Class 5 
12/09/2021,2,Sha Tin, 1200M ,Class 4 
12/09/2021,3,Sha Tin, 1200M ,Class 4 
12/09/2021,4,Sha Tin, 1400M ,Class 5 
12/09/2021,5,Sha Tin, 1400M ,Class 4 
12/09/2021,6,Sha Tin, 1200M ,Class 3 
12/09/2021,7,Sha Tin, 1400M ,Class 4 
12/09/2021,8,Sha Tin, 1200M ,Class 3 
12/09/2021,9,Sha Tin, 1000M ,Class 2 
12/09/2021,10,Sha Tin, 1400M ,Class 3 
15/09/2021,1,Happy Valley, 1800M ,Class 5 
15/09/2021,2,Happy Valley, 1650M ,Class 4 
15/09/2021,3,Happy Valley, 1200M ,Class 5 
15/09/2021,4,Happy Valley, 1200M ,Class 4 
15/09/2021,5,Happy Valley, 1200M ,Class 4 
15/09/2021,6,Happy Valley, 1650M ,Class 3 
15/09/2021,7,Happy Valley, 1200M ,Class 3 
15/09/2021,8,Happy Valley, 1200M ,Class 2 
19/09/2021,1,Sha Tin, 1650M ,Class 4 
19/09/2021,2,Sha Tin, 1000M ,Class 4 
19/09/2021,3,Sha Tin, 1650M ,Class 5 
19/09/2021,4,Sha Tin, 1200M ,Class 4 
19/09/2021,5,Sha Tin, 1600M ,Class 4 
19/09/2021,6,Sha Tin, 1400M ,Class 4 
19/09/2021,7,Sha Tin, 1600M ,Class 3 
19/09/2021,8,Sha Tin, 1200M ,Class 3 
19/09/2021,9,Sha Tin, 1400M ,Class 3 
19/09/2021,10,Sha Tin, 1600M ,Class 2 
22/09/2021,1,Happy Valley, 1800M ,Class 4 
22/09/2021,2,Happy Valley, 1650M ,Class 4 
22/09/2021,3,Happy Valley, 1650M ,Class 5 
22/09/2021,4,Happy Valley, 1000M ,Class 4 
22/09/2021,5,Happy Valley, 1200M ,Class 4 
22/09/2021,6,Happy Valley, 1000M ,Class 3 
22/09/2021,7,Happy Valley, 1800M ,Class 3 
22/09/2021,8,Happy Valley, 1200M ,Class 3 
26/09/2021,1,Sha Tin, 1200M ,Class 5 
26/09/2021,2,Sha Tin, 1200M ,Class 3 
26/09/2021,3,Sha Tin, 1400M ,Class 4 
26/09/2021,4,Sha Tin, 1200M ,Class 4 
26/09/2021,5,Sha Tin, 1200M ,Class 4 
26/09/2021,6,Sha Tin, 1400M ,Class 4 
26/09/2021,8,Sha Tin, 1200M ,Class 3 
26/09/2021,9,Sha Tin, 1400M ,Class 3 
26/09/2021,10,Sha Tin, 1200M ,Class 2 
01/10/2021,1,Sha Tin, 1200M ,Class 4 
01/10/2021,2,Sha Tin, 1200M ,Class 4 
01/10/2021,3,Sha Tin, 1600M ,Class 4 
01/10/2021,4,Sha Tin, 1800M ,Class 5 
01/10/2021,5,Sha Tin, 1000M ,Class 3 
01/10/2021,6,Sha Tin, 1400M ,Class 4 
01/10/2021,7,Sha Tin, 1400M ,Class 2 
01/10/2021,9,Sha Tin, 1600M ,Class 3 
01/10/2021,10,Sha Tin, 1200M ,Class 3 
06/10/2021,1,Happy Valley, 1800M ,Class 4 
06/10/2021,2,Happy Valley, 1650M ,Class 5 
06/10/2021,3,Happy Valley, 1000M ,Class 4 
06/10/2021,4,Happy Valley, 1800M ,Class 3 
06/10/2021,5,Happy Valley, 1200M ,Class 4 
06/10/2021,6,Happy Valley, 1650M ,Class 4 
06/10/2021,7,Happy Valley, 1200M ,Class 4 
06/10/2021,8,Happy Valley, 1200M ,Class 3 
06/10/2021,9,Happy Valley, 1650M ,Class 2 
10/10/2021,1,Sha Tin, 1200M ,Class 5 
10/10/2021,2,Sha Tin, 1000M ,Class 4 
10/10/2021,3,Sha Tin, 1400M ,Class 4 
10/10/2021,4,Sha Tin, 1400M ,Class 5 
10/10/2021,5,Sha Tin, 1650M ,Class 4 
10/10/2021,6,Sha Tin, 1400M ,Class 4 
10/10/2021,7,Sha Tin, 1650M ,Class 3 
10/10/2021,8,Sha Tin, 1200M ,Class 2 
10/10/2021,9,Sha Tin, 1200M ,Class 3 
10/10/2021,10,Sha Tin, 1400M ,Class 3 
17/10/2021,1,Sha Tin, 2000M ,Class 4 
17/10/2021,2,Sha Tin, 1400M ,Class 4 
17/10/2021,3,Sha Tin, 1200M ,Class 4 
17/10/2021,4,Sha Tin, 1200M ,Class 4 
17/10/2021,5,Sha Tin, 1800M ,Class 3 
17/10/2021,7,Sha Tin, 1800M ,Class 2 
17/10/2021,9,Sha Tin, 1400M ,Class 3 
17/10/2021,10,Sha Tin, 1200M ,Class 2 
20/10/2021,1,Happy Valley, 1200M ,Class 5 
20/10/2021,2,Happy Valley, 1650M ,Class 5 
20/10/2021,3,Happy Valley, 1200M ,Class 4 
20/10/2021,4,Happy Valley, 1200M ,Class 4 
20/10/2021,5,Happy Valley, 1650M ,Class 4 
20/10/2021,6,Happy Valley, 1000M ,Class 3 
20/10/2021,7,Happy Valley, 1200M ,Class 4 
20/10/2021,8,Happy Valley, 1200M ,Class 3 
20/10/2021,9,Happy Valley, 1650M ,Class 3 
24/10/2021,1,Sha Tin, 1000M ,Class 4 
24/10/2021,2,Sha Tin, 1200M ,Class 4 
24/10/2021,3,Sha Tin, 1400M ,Class 5 
24/10/2021,4,Sha Tin, 1400M ,Class 4 
24/10/2021,5,Sha Tin, 1600M ,Class 4 
24/10/2021,6,Sha Tin, 1600M ,Class 3 
24/10/2021,7,Sha Tin, 1400M ,Class 3 
24/10/2021,8,Sha Tin, 1200M ,Class 3 
24/10/2021,9,Sha Tin, 1200M ,Class 3 
24/10/2021,10,Sha Tin, 1400M ,Class 2 
27/10/2021,1,Sha Tin, 1200M ,Class 5 
27/10/2021,2,Sha Tin, 1650M ,Class 2 
27/10/2021,3,Sha Tin, 1800M ,Class 5 
27/10/2021,4,Sha Tin, 1200M ,Class 4 
27/10/2021,5,Sha Tin, 1800M ,Class 4 
27/10/2021,6,Sha Tin, 1200M ,Class 4 
27/10/2021,7,Sha Tin, 1650M ,Class 3 
27/10/2021,8,Sha Tin, 1200M ,Class 3 
31/10/2021,1,Happy Valley, 1650M ,Class 5 
31/10/2021,2,Happy Valley, 1000M ,Class 2 
31/10/2021,3,Happy Valley, 1000M ,Class 4 
31/10/2021,4,Happy Valley, 1800M ,Class 4 
31/10/2021,5,Happy Valley, 2200M ,Class 3 
31/10/2021,6,Happy Valley, 1650M ,Class 4 
31/10/2021,7,Happy Valley, 1650M ,Class 3 
31/10/2021,8,Happy Valley, 1200M ,Class 4 
31/10/2021,9,Happy Valley, 1000M ,Class 3 
31/10/2021,10,Happy Valley, 1200M ,Class 3 
03/11/2021,1,Happy Valley, 1200M ,Class 5 
03/11/2021,2,Happy Valley, 2200M ,Class 5 
03/11/2021,3,Happy Valley, 1200M ,Class 4 
03/11/2021,4,Happy Valley, 1200M ,Class 4 
03/11/2021,5,Happy Valley, 1800M ,Class 2 
03/11/2021,8,Happy Valley, 1200M ,Class 3 
07/11/2021,1,Sha Tin, 1600M ,Class 5 
07/11/2021,2,Sha Tin, 1400M ,Class 4 
07/11/2021,3,Sha Tin, 1600M ,Class 4 
07/11/2021,4,Sha Tin, 1200M ,Class 4 
07/11/2021,5,Sha Tin, 1400M ,Class 4 
07/11/2021,6,Sha Tin, 1200M ,Class 2 
07/11/2021,8,Sha Tin, 1000M ,Class 3 
07/11/2021,9,Sha Tin, 1600M ,Class 3 
07/11/2021,10,Sha Tin, 1400M ,Class 3 
10/11/2021,1,Happy Valley, 1650M ,Class 5 
10/11/2021,2,Happy Valley, 1650M ,Class 4 
10/11/2021,3,Happy Valley, 1000M ,Class 4 
10/11/2021,4,Happy Valley, 1800M ,Class 3 
10/11/2021,5,Happy Valley, 1200M ,Class 4 
10/11/2021,6,Happy Valley, 1200M ,Class 2 
10/11/2021,7,Happy Valley, 1650M ,Class 4 
10/11/2021,8,Happy Valley, 1200M ,Class 3 
10/11/2021,9,Happy Valley, 1200M ,Class 3 
13/11/2021,1,Sha Tin, 1000M ,Class 4 
13/11/2021,2,Sha Tin, 1650M ,Class 4 
13/11/2021,3,Sha Tin, 2000M ,Class 4 
13/11/2021,4,Sha Tin, 1800M ,Class 5 
13/11/2021,5,Sha Tin, 1200M ,Class 4 
13/11/2021,6,Sha Tin, 1400M ,Class 4 
13/11/2021,7,Sha Tin, 1400M ,Class 1 
13/11/2021,8,Sha Tin, 1650M ,Class 3 
13/11/2021,9,Sha Tin, 1200M ,Class 3 
13/11/2021,10,Sha Tin, 1400M ,Class 3 
17/11/2021,1,Happy Valley, 1200M ,Class 5 
17/11/2021,2,Happy Valley, 1200M ,Class 4 
17/11/2021,3,Happy Valley, 1200M ,Class 4 
17/11/2021,4,Happy Valley, 1800M ,Class 4 
17/11/2021,5,Happy Valley, 1200M ,Class 4 
17/11/2021,6,Happy Valley, 1000M ,Class 3 
17/11/2021,7,Happy Valley, 1650M ,Class 2 
17/11/2021,8,Happy Valley, 1200M ,Class 3 
17/11/2021,9,Happy Valley, 1650M ,Class 3 
